5,0,493.0,538.0,36.0,99.0,0.45,-1,-1,-1
5,1,541.0,538.0,32.0,98.0,0.56,-1,-1,-1
5,2,1495.0,495.0,28.0,86.0,0.72,-1,-1,-1
5,3,1383.0,503.0,37.0,115.0,0.64,-1,-1,-1
5,4,1397.0,496.0,29.0,99.0,0.31,-1,-1,-1
5,5,1453.0,494.0,36.0,88.0,0.81,-1,-1,-1
5,6,959.0,545.0,81.0,68.0,0.44,-1,-1,-1
5,7,1085.0,541.0,119.0,111.0,0.68,-1,-1,-1
6,0,493.0,548.0,37.0,102.0,0.35,-1,-1,-1
6,1,535.0,540.0,36.0,106.0,0.47,-1,-1,-1
6,2,1503.0,512.0,27.0,81.0,0.62,-1,-1,-1
6,3,1385.0,517.0,42.0,123.0,0.76,-1,-1,-1
6,4,1401.0,508.0,29.0,107.0,0.34,-1,-1,-1
6,5,1457.0,509.0,35.0,87.0,0.8,-1,-1,-1
6,6,961.0,556.0,86.0,68.0,0.36,-1,-1,-1
6,7,1087.0,547.0,123.0,117.0,0.7,-1,-1,-1
7,0,492.0,539.0,37.0,106.0,0.36,-1,-1,-1
7,1,535.0,533.0,35.0,110.0,0.49,-1,-1,-1
7,2,1507.0,509.0,32.0,85.0,0.66,-1,-1,-1
7,3,1388.0,513.0,41.0,111.0,0.63,-1,-1,-1
7,4,1402.0,507.0,26.0,92.0,0.32,-1,-1,-1
7,5,1462.0,500.0,33.0,90.0,0.75,-1,-1,-1
7,6,961.0,547.0,85.0,71.0,0.46,-1,-1,-1
7,7,1087.0,539.0,125.0,120.0,0.82,-1,-1,-1
8,0,492.0,549.0,35.0,102.0,0.41,-1,-1,-1
8,1,532.0,545.0,33.0,103.0,0.54,-1,-1,-1
8,2,1506.0,512.0,28.0,85.0,0.48,-1,-1,-1
8,3,1392.0,519.0,43.0,114.0,0.71,-1,-1,-1
8,5,1466.0,510.0,32.0,94.0,0.68,-1,-1,-1
8,6,961.0,560.0,87.0,65.0,0.38,-1,-1,-1
8,7,1087.0,554.0,127.0,113.0,0.75,-1,-1,-1
9,0,492.0,548.0,34.0,101.0,0.52,-1,-1,-1
9,1,528.0,547.0,32.0,101.0,0.61,-1,-1,-1
9,2,1509.0,519.0,34.0,84.0,0.58,-1,-1,-1
9,3,1398.0,526.0,44.0,116.0,0.77,-1,-1,-1
9,4,1405.0,515.0,25.0,105.0,0.32,-1,-1,-1
9,5,1464.0,516.0,34.0,95.0,0.65,-1,-1,-1
9,6,962.0,560.0,86.0,65.0,0.37,-1,-1,-1
9,7,1091.0,555.0,127.0,115.0,0.68,-1,-1,-1
10,0,490.0,545.0,32.0,97.0,0.57,-1,-1,-1
10,1,523.0,534.0,33.0,101.0,0.66,-1,-1,-1
10,2,1506.0,525.0,36.0,92.0,0.6,-1,-1,-1
10,3,1396.0,540.0,43.0,115.0,0.78,-1,-1,-1
10,4,1404.0,532.0,27.0,101.0,0.35,-1,-1,-1
10,5,1468.0,525.0,33.0,99.0,0.81,-1,-1,-1
10,6,960.0,565.0,87.0,63.0,0.38,-1,-1,-1
10,7,1089.0,562.0,128.0,114.0,0.66,-1,-1,-1
10,8,1679.0,602.0,49.0,129.0,0.62,-1,-1,-1
10,9,986.0,497.0,40.0,32.0,0.56,-1,-1,-1
11,0,488.0,552.0,35.0,100.0,0.64,-1,-1,-1
11,1,525.0,545.0,33.0,97.0,0.69,-1,-1,-1
11,3,1403.0,526.0,40.0,113.0,0.61,-1,-1,-1
11,5,1463.0,511.0,38.0,106.0,0.64,-1,-1,-1
11,6,961.0,556.0,88.0,70.0,0.49,-1,-1,-1
11,7,1092.0,552.0,127.0,119.0,0.72,-1,-1,-1
11,8,1683.0,587.0,58.0,126.0,0.55,-1,-1,-1
11,9,984.0,497.0,46.0,32.0,0.47,-1,-1,-1
11,10,572.0,530.0,29.0,76.0,0.47,-1,-1,-1
11,11,1516.0,540.0,27.0,71.0,0.33,-1,-1,-1
12,0,484.0,552.0,35.0,102.0,0.48,-1,-1,-1
12,1,525.0,540.0,36.0,101.0,0.52,-1,-1,-1
12,3,1403.0,525.0,41.0,120.0,0.64,-1,-1,-1
12,5,1450.0,521.0,37.0,106.0,0.6,-1,-1,-1
12,7,1091.0,562.0,125.0,113.0,0.64,-1,-1,-1
12,8,1689.0,589.0,63.0,131.0,0.7,-1,-1,-1
12,9,993.0,498.0,41.0,33.0,0.49,-1,-1,-1
12,12,1488.0,529.0,23.0,71.0,0.33,-1,-1,-1
12,13,1318.0,529.0,21.0,70.0,0.35,-1,-1,-1
13,0,479.0,532.0,36.0,103.0,0.4,-1,-1,-1
13,1,526.0,525.0,32.0,99.0,0.49,-1,-1,-1
13,3,1409.0,525.0,34.0,110.0,0.34,-1,-1,-1
13,5,1458.0,513.0,34.0,96.0,0.42,-1,-1,-1
13,6,960.0,550.0,89.0,71.0,0.56,-1,-1,-1
13,7,1094.0,553.0,126.0,117.0,0.75,-1,-1,-1
13,8,1702.0,591.0,53.0,127.0,0.62,-1,-1,-1
13,9,989.0,489.0,35.0,30.0,0.48,-1,-1,-1
13,10,580.0,518.0,28.0,76.0,0.42,-1,-1,-1
