5,0,277,360,0.55,1
6,0,276,360,0.51,1
7,0,236,360,0.62,1
8,0,236,357,0.44,1
11,1,367,484,0.96,1
12,1,367,498,0.9,2
12,2,786,498,0.94,2
13,1,364,487,0.93,2
13,2,786,500,0.94,2
14,1,366,490,0.93,2
14,2,784,497,0.91,2
15,1,363,489,0.95,2
15,2,788,500,0.94,2
16,1,366,492,0.94,2
16,2,787,500,0.93,2
17,1,363,491,0.69,2
17,2,787,500,0.94,2
18,1,360,499,0.85,2
18,2,786,500,0.95,2
19,1,362,484,0.93,2
19,2,788,499,0.95,2
20,1,364,493,0.9,2
20,2,783,499,0.94,2
21,1,364,500,0.77,2
21,2,784,500,0.96,2
22,1,364,491,0.88,2
22,2,779,496,0.86,2
23,1,362,502,0.82,2
23,2,778,502,0.95,2
24,1,360,498,0.87,2
24,2,777,502,0.97,2
25,1,362,500,0.79,2
25,2,753,498,0.97,2
26,1,359,490,0.78,2
26,2,740,496,0.97,2
27,1,356,497,0.68,2
27,2,736,500,0.98,2
28,1,362,484,0.78,2
28,2,714,498,0.95,2
29,1,358,490,0.88,2
29,2,707,492,0.98,2
30,1,358,496,0.85,2
30,2,702,492,0.89,2
31,1,363,500,0.87,2
31,2,696,491,0.83,2
32,1,399,488,0.68,2
32,2,695,486,0.9,2
33,1,406,480,0.83,2
33,2,672,488,0.94,2
34,1,441,482,0.5,2
34,2,662,488,0.97,2
35,1,444,450,0.48,2
35,2,650,486,0.87,2
36,1,448,454,0.73,2
36,2,609,484,0.85,2
37,1,530,482,0.74,1
38,1,528,480,0.89,1
39,1,522,479,0.74,1
41,1,571,452,0.74,1
42,1,534,476,0.83,1
43,1,486,479,0.8,2
43,2,658,488,0.49,2
44,1,448,480,0.9,1
45,1,436,478,0.87,1
46,1,408,460,0.81,2
46,2,752,521,0.55,2
47,2,788,486,0.66,1
48,1,362,479,0.81,2
48,2,790,481,0.93,2
49,1,352,450,0.47,2
49,2,789,482,0.95,2
50,1,356,444,0.66,2
50,2,784,477,0.98,2
51,1,344,442,0.87,2
51,2,786,483,0.98,2
52,2,784,483,0.94,1
53,2,783,486,0.92,1
54,2,781,494,0.92,1
55,2,778,502,0.92,1
56,2,779,494,0.94,1
57,1,442,448,0.71,2
57,2,778,502,0.92,2
58,1,448,444,0.64,2
58,2,774,502,0.92,2
59,1,564,566,0.55,2
59,2,757,502,0.91,2
60,1,570,568,0.78,2
60,2,756,516,0.92,2
61,2,752,503,0.96,1
62,2,746,503,0.94,1
63,2,750,521,0.78,1
64,2,742,528,0.41,1
68,2,752,446,0.46,1
69,2,784,447,0.67,1
70,1,577,522,0.93,2
70,2,786,453,0.83,2
71,1,563,522,0.88,2
71,2,787,454,0.97,2
72,1,539,504,0.86,2
72,2,794,456,0.97,2
73,1,499,498,0.77,2
73,2,798,457,0.8,2
74,1,494,498,0.94,2
74,2,825,478,0.8,2
75,1,486,496,0.91,2
75,2,831,458,0.86,2
76,1,455,494,0.87,2
76,2,840,485,0.94,2
77,2,865,482,0.9,1
78,1,411,494,0.85,2
78,2,863,479,0.95,2
79,1,367,486,0.85,2
79,2,841,498,0.8,2
80,1,404,456,0.41,2
80,2,830,484,0.94,2
82,1,327,456,0.78,1
83,1,322,455,0.78,2
83,2,745,490,0.88,2
84,1,354,485,0.59,2
84,2,740,496,0.92,2
85,1,324,456,0.84,2
85,2,704,492,0.97,2
86,1,322,448,0.68,2
86,2,668,498,0.92,2
87,1,358,450,0.53,2
87,2,664,492,0.92,2
88,2,662,486,0.97,1
89,2,648,484,0.91,1
90,2,623,488,0.87,1
91,2,612,490,0.84,1
92,2,584,492,0.86,1
97,1,443,478,0.95,1
98,1,438,476,0.92,1
99,1,408,460,0.92,1
100,1,409,477,0.88,2
100,2,699,448,0.87,2
101,1,398,460,0.82,2
101,2,701,445,0.69,2
102,1,398,454,0.86,2
102,2,707,456,0.81,2
103,1,397,448,0.82,2
103,2,742,480,0.71,2
104,1,396,448,0.71,1
105,2,752,486,0.99,1
106,1,360,437,0.55,2
106,2,756,490,0.98,2
107,1,361,439,0.7,2
107,2,754,490,0.97,2
108,1,356,407,0.41,2
108,2,754,490,0.98,2
110,2,712,499,0.93,1
111,2,694,498,0.93,1
112,2,692,526,0.9,1
113,1,580,434,0.81,2
113,2,690,526,0.45,2
114,1,616,434,0.83,1
116,1,664,436,0.7,1
