10,0,364,484,0.83,1
11,0,364,490,0.65,2
11,1,774,508,0.95,2
12,0,362,494,0.89,2
12,1,777,500,0.95,2
13,0,361,490,0.86,2
13,1,762,496,0.94,2
14,0,360,490,0.77,2
14,1,770,496,0.96,2
15,0,360,496,0.86,2
15,1,776,496,0.96,2
16,0,362,493,0.76,2
16,1,778,496,0.95,2
17,0,362,496,0.63,2
17,1,782,496,0.93,2
18,0,367,496,0.59,2
18,1,782,496,0.96,2
19,0,364,497,0.77,2
19,1,782,498,0.96,2
20,0,364,494,0.7,2
20,1,782,498,0.97,2
21,0,364,492,0.56,2
21,1,782,498,0.99,2
22,0,364,492,0.76,2
22,1,766,498,0.97,2
23,0,361,489,0.88,2
23,1,752,499,0.98,2
24,0,359,489,0.86,2
24,1,723,495,0.94,2
25,0,359,486,0.93,2
25,1,693,495,0.96,2
26,0,359,488,0.92,2
26,1,676,492,0.91,2
27,0,362,487,0.9,2
27,1,666,488,0.88,2
28,0,384,486,0.43,2
28,1,652,484,0.98,2
29,0,400,485,0.73,2
29,1,635,484,0.94,2
30,0,423,468,0.51,2
30,1,616,485,0.96,2
31,1,595,486,0.91,1
32,0,490,478,0.48,1
35,0,532,480,0.74,1
39,2,402,478,0.95,1
40,2,373,468,0.9,1
41,0,761,496,0.82,2
41,2,362,462,0.9,2
42,0,784,500,0.77,2
42,2,354,456,0.81,2
43,0,796,502,0.81,1
44,0,800,499,0.91,1
45,0,798,498,0.94,2
45,2,300,446,0.92,2
46,0,794,500,0.96,1
47,0,789,504,0.79,1
48,0,788,504,0.93,1
49,0,784,506,0.88,1
50,1,784,509,0.77,1
51,0,768,508,0.88,2
51,2,420,454,0.88,2
52,0,756,515,0.8,2
52,2,463,434,0.37,2
53,1,750,520,0.48,1
54,1,713,523,0.81,1
55,1,686,526,0.86,1
59,0,613,504,0.9,1
60,0,566,510,0.88,2
60,2,721,476,0.42,2
61,0,524,513,0.82,2
61,2,768,481,0.53,2
62,0,503,502,0.82,2
62,2,788,473,0.85,2
63,0,484,499,0.83,2
63,2,798,470,0.82,2
64,0,453,496,0.69,1
65,0,423,492,0.83,1
66,0,384,489,0.81,2
66,2,824,482,0.94,2
67,0,362,489,0.84,2
67,2,830,484,0.98,2
68,0,352,486,0.72,2
68,2,834,488,0.98,2
69,0,332,487,0.92,2
69,2,843,488,0.95,2
70,0,324,484,0.69,2
70,2,847,488,0.95,2
71,0,317,484,0.51,2
71,2,850,490,0.96,2
72,0,314,464,0.37,2
72,2,848,491,0.97,2
73,0,314,454,0.85,2
73,2,843,490,0.97,2
74,0,314,450,0.74,2
74,2,840,489,0.68,2
75,2,808,490,0.4,1
76,2,771,495,0.94,1
77,2,750,497,0.92,1
78,2,724,498,0.97,1
79,2,706,498,0.98,1
80,2,680,498,0.93,1
85,2,668,464,0.68,1
86,2,674,458,0.69,1
