6,0,248,360,0.56,1
7,0,252,360,0.63,1
8,0,231,359,0.56,1
18,1,750,492,0.98,1
19,1,740,494,0.98,1
20,1,734,492,0.95,1
21,1,707,488,0.88,2
21,2,390,400,0.36,2
22,1,675,490,0.94,1
23,1,658,488,0.93,1
26,1,618,484,0.98,1
27,1,607,481,0.92,1
28,1,584,479,0.79,1
29,1,574,478,0.89,1
38,3,376,448,0.96,1
39,3,366,448,0.96,1
40,3,358,442,0.95,1
41,3,354,442,0.85,1
42,3,333,438,0.67,1
43,3,322,438,0.71,1
44,3,316,436,0.74,1
45,3,312,436,0.66,1
47,4,764,478,0.33,1
48,4,754,486,0.72,1
49,4,748,492,0.9,1
51,4,708,494,0.62,1
63,5,714,460,0.97,1
64,5,718,472,0.9,1
65,5,730,474,0.93,1
66,5,734,468,0.98,1
67,5,736,474,0.99,1
68,5,744,477,0.99,1
69,5,746,477,0.99,1
70,5,742,482,0.99,1
71,5,720,483,0.98,1
72,5,712,488,0.93,1
73,5,679,486,0.96,1
74,5,664,488,0.91,1
75,5,634,486,0.96,1
76,5,619,482,0.75,1
77,5,608,483,0.63,1
81,5,541,469,0.88,1
82,5,506,478,0.58,1
88,6,362,443,0.98,1
89,6,364,439,0.95,1
90,6,362,436,0.9,1
91,6,382,436,0.91,1
92,6,390,432,0.86,1
93,6,402,420,0.81,1
94,6,426,428,0.45,1
