4,0,27.0,154.0,72.0,182.0,0.99,-1,-1,-1
4,1,136.0,169.0,55.0,152.0,0.89,-1,-1,-1
5,0,34.0,157.0,73.0,181.0,0.98,-1,-1,-1
5,1,144.0,166.0,62.0,159.0,0.97,-1,-1,-1
6,0,38.0,157.0,75.0,183.0,0.99,-1,-1,-1
6,1,149.0,163.0,66.0,165.0,0.99,-1,-1,-1
6,2,248.0,200.0,21.0,57.0,0.95,-1,-1,-1
6,3,270.0,202.0,22.0,60.0,0.93,-1,-1,-1
7,0,40.0,155.0,76.0,186.0,0.99,-1,-1,-1
7,1,152.0,160.0,68.0,170.0,0.99,-1,-1,-1
7,2,254.0,198.0,21.0,60.0,0.97,-1,-1,-1
7,3,275.0,201.0,22.0,61.0,0.98,-1,-1,-1
8,0,42.0,152.0,77.0,191.0,0.99,-1,-1,-1
8,1,158.0,159.0,68.0,175.0,0.98,-1,-1,-1
8,2,262.0,200.0,21.0,59.0,0.92,-1,-1,-1
8,3,284.0,203.0,22.0,60.0,0.9,-1,-1,-1
8,4,236.0,206.0,22.0,56.0,0.96,-1,-1,-1
9,0,48.0,150.0,77.0,196.0,0.98,-1,-1,-1
9,1,161.0,161.0,70.0,176.0,0.92,-1,-1,-1
9,2,268.0,201.0,20.0,59.0,0.96,-1,-1,-1
9,3,290.0,205.0,21.0,60.0,0.97,-1,-1,-1
9,4,241.0,207.0,21.0,55.0,0.95,-1,-1,-1
9,5,375.0,213.0,48.0,44.0,0.82,-1,-1,-1
10,0,52.0,150.0,77.0,197.0,0.99,-1,-1,-1
10,1,167.0,158.0,72.0,180.0,0.97,-1,-1,-1
10,2,276.0,202.0,20.0,59.0,0.94,-1,-1,-1
10,3,297.0,205.0,21.0,59.0,0.95,-1,-1,-1
10,4,249.0,206.0,21.0,56.0,0.9,-1,-1,-1
11,0,57.0,147.0,78.0,201.0,1.0,-1,-1,-1
11,1,174.0,156.0,75.0,184.0,0.98,-1,-1,-1
11,2,283.0,202.0,20.0,58.0,0.94,-1,-1,-1
11,3,304.0,205.0,21.0,60.0,0.95,-1,-1,-1
11,4,257.0,204.0,22.0,57.0,0.96,-1,-1,-1
