4,0,23.0,132.0,79.0,216.0,0.58,-1,-1,-1
4,1,138.0,146.0,55.0,191.0,0.57,-1,-1,-1
5,0,29.0,135.0,82.0,221.0,0.35,-1,-1,-1
5,1,144.0,141.0,57.0,196.0,0.84,-1,-1,-1
6,0,34.0,127.0,84.0,223.0,0.42,-1,-1,-1
6,1,149.0,139.0,58.0,200.0,0.87,-1,-1,-1
7,0,37.0,125.0,83.0,224.0,0.43,-1,-1,-1
7,1,153.0,138.0,58.0,202.0,0.91,-1,-1,-1
8,0,39.0,126.0,87.0,230.0,0.32,-1,-1,-1
8,1,159.0,140.0,59.0,204.0,0.88,-1,-1,-1
9,1,162.0,138.0,61.0,208.0,0.9,-1,-1,-1
9,2,290.0,201.0,18.0,63.0,0.4,-1,-1,-1
10,0,51.0,128.0,87.0,225.0,0.6,-1,-1,-1
10,1,169.0,137.0,61.0,210.0,0.9,-1,-1,-1
10,2,299.0,199.0,18.0,64.0,0.41,-1,-1,-1
11,0,52.0,123.0,90.0,242.0,0.55,-1,-1,-1
11,1,176.0,136.0,62.0,213.0,0.87,-1,-1,-1
11,2,307.0,201.0,18.0,63.0,0.46,-1,-1,-1
12,0,57.0,123.0,91.0,238.0,0.91,-1,-1,-1
12,1,185.0,134.0,63.0,218.0,0.92,-1,-1,-1
12,2,316.0,202.0,19.0,64.0,0.61,-1,-1,-1
13,0,64.0,126.0,90.0,233.0,0.8,-1,-1,-1
13,1,189.0,124.0,68.0,232.0,0.95,-1,-1,-1
13,2,323.0,200.0,20.0,67.0,0.34,-1,-1,-1
14,0,72.0,126.0,90.0,234.0,0.87,-1,-1,-1
14,1,199.0,127.0,68.0,232.0,0.95,-1,-1,-1
14,2,334.0,202.0,19.0,65.0,0.38,-1,-1,-1
15,0,76.0,127.0,93.0,249.0,0.72,-1,-1,-1
15,1,207.0,121.0,70.0,239.0,0.95,-1,-1,-1
15,2,342.0,202.0,19.0,65.0,0.33,-1,-1,-1
16,0,84.0,125.0,92.0,250.0,0.88,-1,-1,-1
16,1,214.0,117.0,71.0,243.0,0.96,-1,-1,-1
17,0,91.0,122.0,89.0,256.0,0.89,-1,-1,-1
17,1,218.0,112.0,76.0,255.0,0.93,-1,-1,-1
18,0,86.0,118.0,94.0,273.0,0.92,-1,-1,-1
18,1,220.0,106.0,79.0,271.0,0.99,-1,-1,-1
19,0,83.0,114.0,98.0,284.0,0.9,-1,-1,-1
19,1,220.0,99.0,82.0,282.0,0.98,-1,-1,-1
20,0,78.0,109.0,101.0,296.0,0.81,-1,-1,-1
20,1,218.0,93.0,86.0,292.0,0.98,-1,-1,-1
